matter_category,practice_area,ip_matter_flag,ip_matter_type,ip_tech_domain,draft_complexity_tier,expected_claim_count,has_drawings,expected_oa_count,examiner_difficulty_score,rce_risk_flag,experts_required,num_depositions_expected,early_settlement_probability,fto_patent_count,fto_scope_complexity,gen_complexity,gen_duration_days,phase_pleadings,phase_markman,phase_discovery,phase_summary_judgment,phase_trial,complexity_score,duration_days,client_type,client_industry,client_size_revenue,competitive_position,competitor_avg_quote,complexity_urgency,team_effort,team_size,years_as_client,previous_matters,client_satisfaction,total_hours,estimated_cost,fee_structure,is_subscription_model,is_phase_based_model,has_success_fee_component,target_fee,realized_margin_pct,win_probability,won_matter_flag
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,9,540,New,Other,153.84,0.21,31319,6,10,7,8,29,4,388.7,85970,Phase-Based,0,1,0,169837,101.2,0.01,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,3,1,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Life Sciences,9.3,0.95,38125,1,9,3,3,11,10,379.5,68195,Fixed Fee – Petition Only,0,0,0,134533,86.6,0.148,0
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Complex,14,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.35,60,Existing - Strategic,Energy,95.95,-0.06,22106,3,9,9,4,9,8,64.8,13223,Fixed Fee per Application,0,0,0,24328,89.6,0.482,1
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.12,0,,0,0,0,0,1,1,0,10,730,Existing - Non-Strategic,Other,18.21,1.03,41295,3,5,2,8,17,5,599.8,135595,Contingency + Base,0,0,1,271907,110.7,0.052,0
IP,IP - FTO,1,FTO,AI,,0,0,0,0,0,0,0,0,28,Moderate,0,0,0,0,0,0,0,7.28,30,New,Life Sciences,21.52,0.93,22373,6,5,2,0,6,10,70.3,12601,Ongoing Subscription,1,0,0,21930,70,0.661,0
IP,IP - Patent Drafting,1,Patent Drafting,Other,Simple,19,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.475,30,New,Energy,36.91,0.04,15443,5,2,6,9,47,9,53.5,13368,Hourly,0,0,0,24095,78.5,0.239,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,8.2,540,Existing - Strategic,Tech,50.15,1.82,34321,4,1,3,8,32,2,189.9,44646,Blended Rate,0,0,0,96132,111.2,0.035,0
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,5,6,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Energy,21.45,-1.58,33078,6,9,2,9,1,4,109.4,21306,OA + Attorney Consult (Fixed),0,0,0,37171,68.5,0.309,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,2,7,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Other,24.66,-1.72,30777,8,8,3,2,2,6,60.9,10516,Volume-based Discount Model,0,0,0,17327,64.9,0.722,1
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.23,0,,0,0,0,1,1,1,1,10,730,New,Energy,29.8,1.38,39331,5,6,4,9,8,10,357.7,76243,Collar (Risk-Sharing),0,0,1,150869,103.8,0.169,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,86,Broad,0,0,0,0,0,0,0,9.86,30,Existing - Non-Strategic,Tech,19.01,0.89,27042,6,9,11,6,38,2,80.6,23878,Risk-Based (Emerging),0,0,1,45654,86.9,0.097,1
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.59,0,,0,0,1,1,0,0,0,8,730,New,Other,41.42,1.01,35329,6,3,5,8,40,4,421.3,69347,Collar (Risk-Sharing),0,0,1,121519,68.2,0.031,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,382,0,0,0,0,0,7,382,Existing - Non-Strategic,Tech,24.5,-1.82,24190,10,4,7,10,48,10,49.3,12173,Hourly,0,0,0,22660,81.4,0.556,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Finance,37.33,-1.35,37638,2,10,8,4,18,6,238.9,64108,Fixed Fee – Petition Only,0,0,0,115144,82.5,0.01,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,1,4,0,0,0,0,0,,0,0,0,0,0,0,0,7,365,Existing - Non-Strategic,Energy,8.94,1.72,25550,4,10,5,1,43,2,45.5,12564,Volume-based Discount Model,0,0,0,21753,66.8,0.636,1
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.27,0,,0,0,1,0,1,0,1,10,730,Existing - Strategic,Other,17.85,0.85,37568,8,9,1,4,42,1,611.4,117681,Success Bonus Structure,0,0,1,194780,63.1,0.01,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,0,7,1,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Strategic,Manufacturing,9.59,0.56,25449,8,4,9,10,23,8,57.1,10235,OA + Attorney Consult (Fixed),0,0,0,20778,98.9,0.722,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,162,0,0,0,0,0,4,162,Existing - Strategic,Tech,75.96,-1.14,15766,6,10,8,7,15,1,52.5,14619,Hourly,0,0,0,30004,105.6,0.01,0
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.15,0,,0,0,0,1,1,0,1,10,730,New,Other,40.58,-1.57,40665,4,9,3,5,14,10,645.5,141175,Phase-Based Caps,0,1,0,212267,51.7,0.022,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,13,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.325,45,Existing - Strategic,Life Sciences,37.95,-0.78,19815,5,8,5,2,26,5,52.1,13943,Fixed Fee per Application,0,0,0,29290,104.1,0.153,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.38,0,,0,0,0,1,1,0,1,10,730,Existing - Strategic,Finance,41.8,-1.83,40967,8,5,10,5,30,9,605.5,164797,Phase-Based Caps,0,1,0,329443,96.5,0.01,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,17,Broad,0,0,0,0,0,0,0,9.17,30,Existing - Strategic,Other,47.89,-1.55,20961,9,10,8,0,42,7,10,2064,Ongoing Subscription,1,0,0,3424,68.8,0.887,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,282,0,0,0,0,0,4,282,Existing - Strategic,Manufacturing,35.07,1.66,21504,8,2,8,9,32,4,18.6,3171,Subscription,1,0,0,7327,122.8,0.941,1
IP,IP - Patent Drafting,1,Patent Drafting,AI,Medium,20,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.5,45,Existing - Strategic,Manufacturing,14.64,-1.84,18410,10,9,10,0,25,1,45,8655,Tiered (Simple/Medium/Complex),0,0,0,11786,30.6,0.574,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,2,7,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Manufacturing,54.22,-0.51,33777,4,2,3,9,5,10,58.1,15420,Volume-based Discount Model,0,0,0,28435,82.4,0.691,0
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.65,0,,0,0,1,1,1,1,1,10,730,New,Finance,18.79,1.56,39659,9,6,1,1,50,9,247.8,49200,Success Bonus Structure,0,0,1,80606,72.9,0.201,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,265,0,0,0,0,0,8,265,Existing - Strategic,Other,156.35,0.35,25517,2,7,5,1,0,4,108.5,20571,Phase-Based,0,1,0,43079,110.9,0.11,0
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.63,0,,0,0,1,0,1,1,1,10,730,Existing - Strategic,Other,22.2,0.75,39904,4,2,8,3,10,4,490.9,102382,Success Bonus Structure,0,0,1,167196,61.3,0.018,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,667,0,0,0,0,0,5,667,Existing - Non-Strategic,Finance,11.2,1.86,30200,10,7,2,8,4,3,110.5,26675,Subscription,1,0,0,57083,115.4,0.118,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,132,0,0,0,0,0,4,132,New,Tech,32.12,-1.87,15494,6,3,9,8,33,9,182,53357,Fixed Fee,0,0,0,94111,81.9,0.01,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.44,0,,0,0,1,1,1,1,1,10,730,New,Energy,29.88,-1.43,36148,2,3,5,1,17,4,476.8,117454,Collar (Risk-Sharing),0,0,1,202222,81.6,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,113,0,0,0,0,0,2,113,Existing - Non-Strategic,Tech,31.59,0,13136,1,4,6,3,23,9,142.6,42112,Success-Based,0,0,1,73958,80.5,0.08,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,357,0,0,0,0,0,2,357,Existing - Non-Strategic,Finance,105.04,1.71,17049,7,5,1,6,0,10,117.7,21857,Hourly,0,0,0,40036,85.8,0.203,1
IP,IP - Prosecution,1,Prosecution,AI,,0,0,3,9,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Tech,58.69,-1.17,32569,10,7,7,0,49,5,59.5,10295,Hourly,0,0,0,15028,50.8,0.776,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Complex,26,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8.65,60,Existing - Strategic,Energy,48.2,0.98,23748,6,6,7,7,24,8,41.9,8918,Tiered (Simple/Medium/Complex),0,0,0,19682,118.9,0.735,1
IP,IP - Prosecution,1,Prosecution,AI,,0,0,2,7,0,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Non-Strategic,Energy,36.14,1.16,31341,5,2,11,9,6,7,106.2,20854,Volume-based Discount Model,0,0,0,46602,126.6,0.286,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Complex,19,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.475,60,Existing - Strategic,Finance,54.22,1.26,22648,7,2,6,7,33,4,61.3,16445,Fixed Fee per Application,0,0,0,26785,71.6,0.409,1
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,5,7,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Energy,86.31,-1.18,29475,7,1,3,8,11,2,114.3,24694,Volume-based Discount Model,0,0,0,41594,75.9,0.107,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,3,3,0,0,,0,0,0,0,0,0,0,10,540,New,Energy,13.31,0.31,34086,8,2,8,10,19,10,440.1,103384,Fixed Fee – Petition Only,0,0,0,168999,65.1,0.116,0
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,2,4,1,0,0,0,0,,0,0,0,0,0,0,0,9,365,New,Finance,41.37,-0.16,26767,6,5,9,3,22,4,60.9,16199,Hourly,0,0,0,33012,98.7,0.304,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,1,8,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Other,16.33,0.97,34323,3,1,1,1,24,3,492.5,114311,Phase-Based,0,1,0,211801,87,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,Other,Simple,10,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.25,30,Existing - Strategic,Tech,33.74,-0.55,12326,9,5,4,6,40,8,53.6,11390,Hourly,0,0,0,17241,51.7,0.265,1
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,27,Moderate,0,0,0,0,0,0,0,7.27,30,Existing - Strategic,Finance,57.7,1.1,19573,1,6,5,6,46,3,76.4,18710,Tiered FTO Pricing,0,0,0,36906,105.6,0.081,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,667,0,0,0,0,0,2,667,Existing - Non-Strategic,Tech,33.01,0.94,19988,6,6,6,4,40,4,67.1,10483,Success-Based,0,0,1,23083,120.5,0.413,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,2,7,0,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Non-Strategic,Other,41.36,1.75,34948,8,7,11,1,37,4,55.4,13042,Fixed Fee per OA,0,0,0,26203,100.6,0.747,1
IP,IP - PTAB,1,PTAB,MedTech,,0,0,0,0,0,3,8,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Life Sciences,28.31,-0.73,37321,6,4,7,6,26,7,345.6,69125,Fixed Fee – Petition Only,0,0,0,140443,109.4,0.01,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,3,5,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Energy,11.79,0.52,30238,9,5,11,3,21,2,61.9,13089,Volume-based Discount Model,0,0,0,21209,63.2,0.676,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,679,0,0,0,0,0,5,679,Existing - Strategic,Other,21.25,-0.09,26088,4,4,3,8,15,5,179.3,50482,Subscription,1,0,0,86689,73.3,0.01,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,0,10,0,0,,0,0,0,0,0,0,0,10,540,New,Finance,14.08,0.63,30674,10,8,1,6,48,1,382.6,113077,Blended Rate,0,0,0,225783,104.1,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Complex,23,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.575,60,New,Finance,23.05,-0.11,22342,5,1,4,2,25,10,69,18152,Fixed Fee per Application,0,0,0,31913,66.9,0.311,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,3,5,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Manufacturing,33.74,0.38,37566,9,1,10,0,19,1,296,57977,Caps + Collars,0,1,1,111938,99.9,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,136,0,0,0,0,0,3,136,New,Other,15.38,-1.34,15887,8,10,11,0,13,7,69.9,17518,Hourly,0,0,0,27766,60.4,0.069,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,15,Broad,0,0,0,0,0,0,0,9.15,30,New,Energy,41.31,-0.84,22289,1,5,9,8,36,10,77,14732,Fixed Fee per FTO,0,0,0,28813,96.8,0.352,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,1,3,0,0,,0,0,0,0,0,0,0,9.6,540,Existing - Non-Strategic,Energy,20.97,0.27,35141,9,9,10,4,46,6,475.8,76882,Phase-Based,0,1,0,132163,66.6,0.034,0
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.81,0,,0,0,1,1,0,1,0,9,730,New,Tech,49.12,1.82,40874,9,2,1,5,43,9,583.6,134376,Contingency + Base,0,0,1,270841,97,0.171,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Simple,26,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.65,30,Existing - Non-Strategic,Other,18.93,-1.95,12601,5,9,1,1,2,1,37.7,7533,Fixed Fee per Application,0,0,0,12907,74.5,0.304,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,267,0,0,0,0,0,4,267,New,Manufacturing,64.23,-1.1,22493,7,2,2,0,46,1,151.7,43776,Success-Based,0,0,1,84527,99.4,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,313,0,0,0,0,0,5,313,Existing - Non-Strategic,Life Sciences,52.94,1.3,22897,9,5,3,6,27,1,11.6,2196,Fixed Fee,0,0,0,4572,107,0.902,1
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Complex,22,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.55,60,Existing - Strategic,Manufacturing,27.35,-1.15,21697,2,2,9,9,6,5,63.4,17354,Subscription (X applications/year),1,0,0,27598,68.1,0.249,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,582,0,0,0,0,0,6,582,Existing - Non-Strategic,Finance,9.74,-1.84,28153,9,8,9,5,8,2,107.3,28612,Fixed Fee,0,0,0,41596,43.8,0.041,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,419,0,0,0,0,0,8,419,Existing - Non-Strategic,Finance,46.05,0.34,34464,2,10,7,0,13,10,98.4,17102,Subscription,1,0,0,30482,76.2,0.703,1
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.3,0,,0,0,0,1,1,1,0,10,730,New,Other,21.71,0.03,39874,9,7,9,0,18,3,490.2,102113,Contingency + Base,0,0,1,181073,79.2,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Medium,12,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.3,45,New,Energy,114.55,-0.46,17480,2,6,11,7,39,9,59.1,10956,Tiered (Simple/Medium/Complex),0,0,0,23368,112.7,0.324,0
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.67,0,,0,0,1,1,1,1,0,10,730,Existing - Non-Strategic,Manufacturing,41.6,0.95,40766,7,8,7,3,27,4,346.1,74966,Collar (Risk-Sharing),0,0,1,134872,80.5,0.028,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.55,0,,0,0,1,1,1,1,1,10,730,Existing - Strategic,Tech,19.09,1.47,37478,9,4,11,6,28,8,437.1,115255,Blended Rate,0,0,0,210443,87.6,0.134,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,495,0,0,0,0,0,2,495,Existing - Non-Strategic,Energy,62.81,-0.54,18006,5,3,7,3,37,5,75.2,16005,Fixed Fee,0,0,0,31614,97.1,0.067,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,1,6,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Manufacturing,39,-0.34,39249,4,5,4,8,19,5,357.4,56561,Phase-Based,0,1,0,98564,67.3,0.01,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,1,5,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Tech,26.84,1.63,36086,4,6,8,0,5,6,340.2,56847,Phase-Based,0,1,0,105633,83.1,0.105,0
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,9,540,Existing - Strategic,Life Sciences,53.75,-1.87,31844,7,9,2,9,11,3,396.8,99495,Fixed Fee – Petition Only,0,0,0,178868,69.4,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,145,0,0,0,0,0,6,145,New,Finance,40.76,-1.77,20342,5,2,5,3,9,6,44.3,12122,Subscription,1,0,0,21555,78.1,0.387,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,714,0,0,0,0,0,3,714,Existing - Strategic,Manufacturing,24.04,-1.16,25857,1,10,7,6,10,6,101.3,17558,Fixed Fee,0,0,0,27525,61,0.414,0
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Simple,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.275,30,Existing - Strategic,Other,60.04,-1.04,12509,7,4,7,9,31,2,38.7,9236,Fixed Fee per Application,0,0,0,17039,78.3,0.14,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,16,Narrow,0,0,0,0,0,0,0,5.16,30,Existing - Strategic,Tech,48.68,1.26,16478,7,9,2,9,34,5,95.9,27286,Risk-Based (Emerging),0,0,1,47577,71.1,0.066,0
IP,IP - FTO,1,FTO,AI,,0,0,0,0,0,0,0,0,36,Moderate,0,0,0,0,0,0,0,7.36,30,Existing - Strategic,Other,23.02,-0.8,18599,9,3,7,5,13,2,61.3,16999,Tiered FTO Pricing,0,0,0,32539,98.1,0.01,0
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.55,0,,0,0,1,1,1,1,1,10,730,New,Finance,17.18,-1.48,42043,8,3,4,10,45,5,465.7,92569,Collar (Risk-Sharing),0,0,1,164475,72.1,0.01,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.38,0,,0,0,1,1,0,1,1,10,730,Existing - Strategic,Tech,8.54,-0.84,43297,2,10,10,5,11,8,512.4,135513,Success Bonus Structure,0,0,1,229292,78.2,0.018,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,612,0,0,0,0,0,7,612,New,Other,33.53,1.31,32309,6,6,6,8,15,7,46.7,8473,Hourly,0,0,0,17314,110.5,0.906,1
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,9.2,540,New,Life Sciences,89.57,0.34,32214,4,6,11,4,49,5,317.4,85493,Blended Rate,0,0,0,183729,111.8,0.017,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,336,0,0,0,0,0,5,336,Existing - Strategic,Tech,37.97,-1.7,22962,5,4,6,0,36,5,130.7,25208,Phase-Based,0,1,0,34837,40.2,0.09,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,2,7,0,0,,0,0,0,0,0,0,0,10,540,New,Finance,85.52,0.8,39703,5,9,3,6,16,7,490.7,145535,Caps + Collars,0,1,1,283692,98,0.08,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,11,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.275,45,New,Finance,11.25,1.02,19750,1,4,2,2,24,3,22.9,4221,Fixed Fee per Application,0,0,0,9157,124.6,0.844,1
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,6.5,365,Existing - Strategic,Other,43.99,-1.96,26073,4,6,11,8,50,5,27.7,8309,Fixed Fee per OA,0,0,0,11172,22.3,0.749,1
IP,IP - Patent Drafting,1,Patent Drafting,Other,Simple,14,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.35,30,Existing - Non-Strategic,Manufacturing,29.76,0.93,12312,5,7,8,6,13,10,63.4,18806,Hourly,0,0,0,40636,113,0.148,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,2,6,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Energy,30.88,1.84,37297,3,3,5,10,46,10,296,79430,Blended Rate,0,0,0,151206,89.3,0.192,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,405,0,0,0,0,0,4,405,New,Tech,5.97,-1.47,21276,3,1,8,5,45,1,111.4,19791,Fixed Fee,0,0,0,34387,71.5,0.01,0
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.31,0,,0,0,0,1,1,0,0,10,730,Existing - Strategic,Tech,24.55,-1.89,38563,5,9,5,4,46,2,548.3,96314,Contingency + Base,0,0,1,180646,91.1,0.01,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,2,9,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Life Sciences,28.79,-1.14,35518,9,6,6,2,41,5,422.6,75042,Blended Rate,0,0,0,146903,97.4,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,411,0,0,0,0,0,2,411,New,Tech,8.76,0.54,16740,3,5,9,5,28,4,75,16058,Success-Based,0,0,1,24684,60.2,0.201,0
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Simple,25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.625,30,Existing - Strategic,Life Sciences,15.55,1.84,9890,4,5,8,3,33,9,65,18170,Tiered (Simple/Medium/Complex),0,0,0,34443,95.3,0.173,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,23,Broad,0,0,0,0,0,0,0,9.23,30,Existing - Strategic,Tech,50.71,-0.17,22170,4,3,5,1,37,8,56.8,10327,Fixed Fee per FTO,0,0,0,18861,86.6,0.662,1
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,35,Broad,0,0,0,0,0,0,0,9.35,30,Existing - Strategic,Manufacturing,23.69,-0.85,25590,9,9,7,6,0,8,28.8,7568,Risk-Based (Emerging),0,0,1,14420,88,0.805,1
IP,IP - FTO,1,FTO,AI,,0,0,0,0,0,0,0,0,69,Moderate,0,0,0,0,0,0,0,7.69,30,Existing - Non-Strategic,Energy,640.55,0.55,22177,7,5,11,8,48,6,41.5,8135,Ongoing Subscription,1,0,0,16943,109.4,0.717,0
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Simple,36,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.9,30,New,Other,60.51,-0.76,16748,5,3,9,10,42,6,52.4,14206,Subscription (X applications/year),1,0,0,27512,90.6,0.109,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,5,9,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Tech,96.95,1.86,28886,2,6,3,3,24,10,84,20963,Portfolio Subscription,1,0,0,38991,97.9,0.452,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,51,0,0,0,0,0,4,51,Existing - Non-Strategic,Tech,7.7,-0.64,16669,8,3,9,9,15,3,69.6,11487,Subscription,1,0,0,22006,87.8,0.205,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,364,0,0,0,0,0,5,364,Existing - Non-Strategic,Tech,45.46,-1.26,22476,9,10,6,5,22,2,65.9,13239,Subscription,1,0,0,26908,106.5,0.233,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,0,8,0,0,,0,0,0,0,0,0,0,9.6,540,New,Finance,18.37,-0.49,37402,1,3,10,9,44,1,422.8,95453,Phase-Based,0,1,0,176359,89.8,0.01,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.69,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Other,42.43,-1.48,38567,2,5,3,9,50,6,522.1,140542,Contingency + Base,0,0,1,278082,105.9,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,434,0,0,0,0,0,6,434,New,Energy,243.06,-1.92,25358,1,2,10,9,45,10,75.7,16271,Hourly,0,0,0,25111,49.4,0.511,1
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,30,Narrow,0,0,0,0,0,0,0,5.3,30,Existing - Non-Strategic,Manufacturing,73.66,-0.56,13423,2,6,1,5,37,4,45.3,10866,Ongoing Subscription,1,0,0,19950,80.7,0.141,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5.275,45,Existing - Strategic,Finance,89.98,-0.74,15508,8,10,10,8,2,4,56,13629,Hourly,0,0,0,22135,68.3,0.16,0
